chunk_id,v1_percentage,v2_percentage,intersection_percentage,chunk_composition,missing_v1_lines,missing_v2_lines,missing_v1_lines_perc,missing_v2_lines_perc,v1_size,v2_size
1315408,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1315424,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1316597,0.96,0.88,0.84, v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 v2 (v1_2) v1 v2 (v1_2) v1 (v1_2) v1 (v1_2) v1 v2,1,0,0.88,0.0,113,89
1316619,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1316944,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
1317182,0.89,0.78,0.67, v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 v2,0,3,0.0,30.0,8,10
1317185,0.75,0.75,0.5, v2 (v1_2) v1,1,8,25.0,72.73,4,11
1317354,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1317412,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1317498,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1317780,0.62,0.74,0.36, (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 v2 (v1_2) v1 v2 v1 v2,0,0,0.0,0.0,83,104
1317945,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1318022,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1318160,0.75,0.75,0.5, v1 (v1_2) v1 v2,0,1,0.0,25.0,3,4
1318211,1.0,0.89,0.89, (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1,7,4,16.67,11.43,42,35
1318247,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1318271,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1316006,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1316116,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1316135,0.67,0.33,0.0, v1 v2,1,3,33.33,75.0,3,4
1316166,0.75,0.5,0.25, v1 (v1_2) v1 v2,1,2,25.0,50.0,4,4
1316177,0.78,0.44,0.22, v2 (v1_2) v1,6,0,46.15,0.0,13,3
1316195,0.88,0.88,0.75, v2 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2),4,1,36.36,12.5,11,8
1318573,0.0,1.0,0.0, v2,5,1,100.0,16.67,5,6
1318581,0.0,1.0,0.0, v2,7,2,100.0,22.22,7,9
1318582,0.5,0.5,0.0, v2 v1,1,1,50.0,50.0,2,2
1318585,0.12,0.88,0.0, v1 v2,7,2,87.5,22.22,8,9
1318613,0.5,0.5,0.0, v1 v2,1,0,50.0,0.0,2,1
1318626,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1318629,0.0,1.0,0.0, v2,1,3,100.0,75.0,1,4
1316219,0.9,0.8,0.7, v1 (v1_2) v1 v2 (v1_2) v1 (v1_2) v1 (v1_2) v1,7,2,43.75,20.0,16,10
1316241,0.67,0.33,0.0, v1 v2,1,2,33.33,66.67,3,3
1316270,0.75,0.88,0.62, v2 (v1_2) v1 (v1_2) v1 (v1_2),3,1,33.33,12.5,9,8
1316277,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1316278,0.8,0.8,0.6, v2 (v1_2) v1 (v1_2) v1,0,1,0.0,20.0,4,5
1316286,1.0,0.67,0.67, v1 (v1_2) v1,2,1,40.0,33.33,5,3
1316299,0.75,0.75,0.5, v2 (v1_2) v1,1,1,25.0,25.0,4,4
1316304,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1316308,0.86,0.71,0.57, (v1_2) v2 (v1_2) v1 (v1_2) v1,1,2,14.29,28.57,7,7
1316319,0.83,0.83,0.67, (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v2 (v1_2) v1 (v1_2) v2 (v1_2),20,3,57.14,16.67,35,18
1316328,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1316333,0.83,0.67,0.5, v1 (v1_2) v1 (v1_2) v1 v2,7,2,58.33,33.33,12,6
1316347,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1316353,0.75,0.5,0.25, v1 (v1_2) v1 v2,1,2,25.0,50.0,4,4
1316364,0.83,0.83,0.67, (v1_2) v2 (v1_2) v1 (v1_2),3,1,37.5,16.67,8,6
1316366,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1316369,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1316380,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1316459,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1318796,1.0,0.0,0.0, v1,1,1,50.0,100.0,2,1
1318839,0.5,0.5,0.0, v2 v1,1,2,50.0,66.67,2,3
1318857,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1318865,1.0,0.0,0.0, v1,2,0,50.0,0.0,4,0
1318877,0.75,0.25,0.0, v2 v1,1,0,25.0,0.0,4,1
1318948,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1318961,0.0,1.0,0.0, v2,1,10,100.0,90.91,1,11
1318967,1.0,0.0,0.0, v1,2,0,50.0,0.0,4,0
1318977,0.75,0.25,0.0, v2 v1,1,0,25.0,0.0,4,1
1319043,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1319046,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1319175,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1315083,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
1315136,0.5,0.5,0.0, v2 v1,0,1,0.0,50.0,1,2
1319242,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1315142,0.5,0.5,0.0, v1 v2,0,1,0.0,50.0,1,2
1315144,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
1315145,0.5,0.5,0.0, v1 v2,1,2,50.0,66.67,2,3
1315146,0.5,0.5,0.0, v2 v1,1,1,50.0,50.0,2,2
1315147,0.67,0.33,0.0, v2 v1,1,2,33.33,66.67,3,3
1315158,0.08,0.92,0.0, v2 v1,0,1,0.0,7.69,1,13
1315182,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
1315183,0.6,0.6,0.2, v2 v1 (v1_2) v2 v1,2,2,40.0,40.0,5,5
1319333,1.0,0.21,0.21, (v1_2) v1 (v1_2) v1,14,1,50.0,33.33,28,3
1319337,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1315200,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
1315201,0.47,0.6,0.07, v2 v1 (v1_2) v2 v1,0,4,0.0,30.77,7,13
1315202,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1319642,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1319644,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1319651,0.86,0.14,0.0, v1 v2,1,0,14.29,0.0,7,1
1319652,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1319653,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1319655,0.88,0.12,0.0, v1 v2,1,0,12.5,0.0,8,1
1319656,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1319661,1.0,0.0,0.0, v1,1,0,50.0,0.0,2,0
1319665,0.0,1.0,0.0, v2,1,1,100.0,50.0,1,2
1319469,1.0,0.0,0.0, v1,5,0,55.56,0.0,9,0
1319470,1.0,0.0,0.0, v1,7,0,63.64,0.0,11,0
1319669,0.86,0.14,0.0, v1 v2,1,0,14.29,0.0,7,1
1319670,0.86,0.14,0.0, v1 v2,1,4,14.29,80.0,7,5
1319671,0.86,0.14,0.0, v1 v2,1,0,14.29,0.0,7,1
1319673,0.88,0.12,0.0, v1 v2,1,0,12.5,0.0,8,1
1319674,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1319681,1.0,0.0,0.0, v1,1,0,50.0,0.0,2,0
1319686,0.0,1.0,0.0, v2,1,1,100.0,50.0,1,2
1319692,0.2,0.8,0.0, v1 v2,1,0,50.0,0.0,2,4
1319695,0.11,0.89,0.0, v1 v2,2,0,50.0,0.0,4,16
1319700,0.5,1.0,0.5, v2 (v1_2) v1,2,6,50.0,60.0,4,10
1319715,1.0,0.75,0.75, (v1_2) v1 (v1_2) v1,12,2,75.0,40.0,16,5
1319720,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1319750,1.0,0.75,0.75, (v1_2) v1 (v1_2) v1,12,2,75.0,40.0,16,5
1319529,1.0,0.0,0.0, v1,5,0,55.56,0.0,9,0
1319530,1.0,0.0,0.0, v1,7,0,63.64,0.0,11,0
1319914,0.67,0.33,0.0, v2 v1,0,1,0.0,50.0,2,2
1319918,0.67,0.33,0.0, v2 v1,0,1,0.0,50.0,2,2
1319921,0.5,0.5,0.0, v2 v1,1,0,50.0,0.0,2,1
1319922,1.0,0.0,0.0, v1,1,0,50.0,0.0,2,0
1319924,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1319925,1.0,0.0,0.0, v1,1,0,50.0,0.0,2,0
1315233,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1315234,0.75,0.25,0.0, v2 v1,1,2,25.0,66.67,4,3
1315237,0.25,0.75,0.0, v1 v2,0,1,0.0,25.0,1,4
1315238,0.67,0.67,0.33, v1 (v1_2) v2,1,2,33.33,50.0,3,4
1315239,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1315243,0.0,1.0,0.0, v2,0,1,0.0,50.0,0,2
1319991,0.86,0.71,0.57, v1 (v1_2) v1 (v1_2) v2 (v1_2) v1 (v1_2) v1 (v1_2),0,11,0.0,52.38,12,21
1320008,0.86,0.71,0.57, v1 (v1_2) v1 (v1_2) v2 (v1_2) v1 (v1_2) v1 (v1_2),0,11,0.0,52.38,12,21
1315272,0.5,1.0,0.5, v2 (v1_2) v1 v2,2,16,50.0,80.0,4,20
1315292,0.0,1.0,0.0, v2,1,1,100.0,50.0,1,2
1320119,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320125,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320142,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320165,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320173,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320263,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320272,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320313,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320314,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320316,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320156,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320164,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320177,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320555,0.67,0.33,0.0, v1 v2,0,1,0.0,50.0,2,2
1320563,1.0,0.0,0.0, v1,1,0,16.67,0.0,6,0
1320618,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320366,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320386,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320446,0.82,0.64,0.45, v1 (v1_2) v1 v2,1,0,12.5,0.0,8,4
1320449,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320703,1.0,0.0,0.0, v1,1,0,33.33,0.0,3,0
1320704,0.9,0.14,0.03, v1 v2 v1 v2 (v1_2) v1 v2,1,0,3.7,0.0,27,4
1320707,0.0,1.0,0.0, v2,2,9,100.0,81.82,2,11
1320630,0.64,0.36,0.0, v2 v1 v2,1,0,10.0,0.0,10,5
1320632,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320641,0.38,0.62,0.0, v2 v1 v2,1,3,16.67,27.27,6,11
1320643,0.33,0.67,0.0, v1 v2,4,0,80.0,0.0,5,2
1320644,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320648,0.5,0.5,0.0, v1 v2,0,1,0.0,50.0,1,2
1320323,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320331,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320332,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320368,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320391,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320397,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320398,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320401,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1320324,0.67,0.33,0.0, v2 v1,0,2,0.0,66.67,2,3
1320326,0.5,0.5,0.0, v1 v2,0,2,0.0,50.0,2,4
1320362,1.0,0.0,0.0, v1,1,2,33.33,100.0,3,2
1321478,0.4,0.8,0.2, v2 v1 (v1_2) v1,6,0,60.0,0.0,10,8
1321481,0.8,0.2,0.0, v2 v1,0,1,0.0,50.0,4,2
1321493,1.0,0.0,0.0, v1,6,0,85.71,0.0,7,0
1321498,1.0,0.0,0.0, v1,23,0,33.33,0.0,69,0
1321505,0.75,0.25,0.0, v1 v2 v1,1,2,25.0,66.67,4,3
1321509,1.0,0.04,0.04, v1 (v1_2) v1,1,0,2.04,0.0,49,1
1321694,0.5,0.5,0.0, v2 v1,1,1,50.0,50.0,2,2
1321642,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1321930,0.5,0.5,0.0, v2 v1,1,0,50.0,0.0,2,1
1321915,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1321714,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1321715,1.0,0.33,0.33, (v1_2) v1,2,2,40.0,66.67,5,3
1321719,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1321720,1.0,0.0,0.0, v1,1,1,50.0,100.0,2,1
1321959,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1321960,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1322311,0.0,1.0,0.0, v2,0,6,0.0,85.71,0,7
1336762,1.0,0.0,0.0, v1,3,12,20.0,100.0,15,12
1338709,0.75,0.5,0.25, v1 (v1_2) v1 v2,0,13,0.0,86.67,3,15
1338710,0.2,0.8,0.0, v1 v2,2,0,66.67,0.0,3,4
1339023,0.33,0.67,0.0, v1 v2,2,0,66.67,0.0,3,2
1339113,0.62,0.88,0.5, v1 (v1_2) v1 v2 (v1_2) v2 (v1_2),4,1,44.44,12.5,9,8
1339129,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1339136,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1339137,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1339147,0.5,0.5,0.0, v1 v2,1,2,33.33,50.0,3,4
1339154,0.89,0.89,0.78, v1 (v1_2) v1 (v1_2) v1 (v1_2) v2 (v1_2) v1,1,0,11.11,0.0,9,8
1339465,0.75,0.25,0.0, v1 v2,0,3,0.0,75.0,3,4
1339164,0.54,1.0,0.54, v2 (v1_2) v2 (v1_2) v2 (v1_2) v1 (v1_2) v2 (v1_2) v2 (v1_2) v2,12,2,63.16,13.33,19,15
1339471,0.75,0.25,0.0, v1 v2,0,3,0.0,75.0,3,4
1339473,0.5,0.5,0.0, v2 v1,1,1,50.0,50.0,2,2
1339166,0.5,1.0,0.5, v2 (v1_2),4,1,80.0,33.33,5,3
1339474,0.5,0.5,0.0, v1 v2,0,1,0.0,50.0,1,2
1339492,0.67,0.33,0.0, v1 v2,0,2,0.0,66.67,2,3
1339167,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1339525,0.5,0.5,0.0, v1 v2,0,1,0.0,50.0,1,2
1339526,1.0,0.0,0.0, v1,2,0,22.22,0.0,9,0
1339529,1.0,0.18,0.18, v1 (v1_2) v1,40,1,44.44,50.0,90,2
1339534,0.14,0.86,0.0, v2 v1,5,0,83.33,0.0,6,6
1339202,0.08,0.92,0.0, v2 v1,4,1,80.0,8.33,5,12
1339223,1.0,0.04,0.04, v1 (v1_2) v1,1,25,3.7,96.15,27,26
1339235,0.44,0.67,0.11, v2 v1 (v1_2) v1,1,3,20.0,33.33,5,9
1340280,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1340281,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1340284,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1340286,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1340287,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1339238,0.14,0.86,0.0, v2 v1,0,1,0.0,14.29,1,7
1340290,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1339239,0.14,0.86,0.0, v2 v1,0,1,0.0,14.29,1,7
1339240,0.14,0.86,0.0, v2 v1,1,1,50.0,14.29,2,7
1340292,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1339255,0.27,0.82,0.09, v2 v1 v2 (v1_2) v1,0,9,0.0,50.0,3,18
1339263,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1340323,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1340324,0.07,0.93,0.0, v1 v2,0,9,0.0,40.91,1,22
1340373,1.0,0.0,0.0, v1,1,0,50.0,0.0,2,0
1340375,1.0,0.33,0.33, (v1_2) v1 (v1_2) v1,11,4,64.71,66.67,17,6
1339285,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1339286,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1339296,0.0,1.0,0.0, v2,1,1,100.0,33.33,1,3
1339298,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1339300,0.5,0.5,0.0, v1 v2,0,1,0.0,50.0,1,2
1339303,0.83,0.17,0.0, v1 v2 v1,0,2,0.0,66.67,5,3
1339312,0.5,0.5,0.0, v1 v2,0,1,0.0,50.0,1,2
1339313,0.67,0.33,0.0, v2 v1,0,1,0.0,33.33,4,3
1339318,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1339319,0.0,1.0,0.0, v2,0,1,0.0,7.14,0,14
1339359,0.0,1.0,0.0, v2,0,1,0.0,33.33,0,3
1339360,0.0,1.0,0.0, v2,0,1,0.0,33.33,0,3
1339364,1.0,0.0,0.0, v1,1,1,50.0,100.0,2,1
1346635,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1346783,0.5,0.5,0.0, v2 v1,0,1,0.0,50.0,1,2
1346793,0.33,0.83,0.17, v2 v1 (v1_2) v2,2,0,50.0,0.0,4,5
1346795,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1346803,0.0,1.0,0.0, v2,1,1,100.0,50.0,1,2
1346804,0.0,1.0,0.0, v2,1,1,100.0,50.0,1,2
1346833,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1346844,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1346850,0.33,0.67,0.0, v2 v1,5,0,83.33,0.0,6,2
1346867,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1346870,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1346871,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1358569,0.5,0.5,0.0, v1 v2,0,4,0.0,66.67,2,6
1358654,0.83,0.17,0.0, v1 v2,1,0,16.67,0.0,6,1
1358725,1.0,0.0,0.0, v1,2,1,66.67,100.0,3,1
1358889,0.61,0.94,0.56, v2 (v1_2) v2 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1 (v1_2) v1,1,0,8.33,0.0,12,17
1358891,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1358892,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1358893,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1358913,0.0,1.0,0.0, v2,0,1,0.0,50.0,0,2
1358927,0.2,1.0,0.2, v2 (v1_2),0,3,0.0,37.5,1,8
1359007,0.0,1.0,0.0, v2,0,1,0.0,50.0,0,2
1359022,1.0,0.0,0.0, v1,1,0,50.0,0.0,2,0
1359049,0.82,0.45,0.27, v1 (v1_2) v1 v2,2,0,20.0,0.0,10,3
1359077,0.11,0.89,0.0, v1 v2,1,0,33.33,0.0,3,16
1359091,0.5,1.0,0.5, v2 (v1_2) v2 (v1_2),2,15,50.0,78.95,4,19
1359113,1.0,0.0,0.0, v1,1,2,33.33,100.0,3,2
1359115,0.5,0.5,0.0, v1 v2 v1,2,1,50.0,33.33,4,3
1359117,0.05,0.95,0.0, v1 v2,1,1,50.0,5.0,2,20
1359124,0.5,0.5,0.0, v1 v2,3,1,75.0,50.0,4,2
1359125,0.5,0.5,0.0, v1 v2,2,1,66.67,50.0,3,2
1359157,1.0,0.0,0.0, v1,1,0,25.0,0.0,4,0
1359162,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1359165,0.67,0.33,0.0, v1 v2,0,2,0.0,50.0,4,4
1359168,0.5,0.5,0.0, v2 v1,1,21,50.0,95.45,2,22
1359173,0.25,0.75,0.0, v2 v1,17,1,94.44,25.0,18,4
1359264,0.67,0.33,0.0, v1 v2,1,2,33.33,66.67,3,3
1359266,0.75,0.62,0.38, v1 v2 (v1_2) v1 (v1_2) v1,2,6,25.0,54.55,8,11
1359269,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
1359285,0.67,0.33,0.0, v1 v2 v1,1,2,33.33,66.67,3,3
1359298,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1359321,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1359346,0.67,0.33,0.0, v1 v2,1,0,33.33,0.0,3,1
1359201,0.6,0.8,0.4, (v1_2) v1 v2,1,0,25.0,0.0,4,4
1359207,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1359209,0.5,0.5,0.0, v2 v1,2,1,66.67,50.0,3,2
1359210,0.5,0.5,0.0, v2 v1,1,1,50.0,50.0,2,2
1359232,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1359359,0.4,0.6,0.0, v1 v2,1,2,33.33,40.0,3,5
1359388,0.42,0.62,0.04, v2 v1 (v1_2),0,0,0.0,0.0,11,16
1359484,0.2,0.8,0.0, v1 v2,2,0,66.67,0.0,3,4
1359431,0.5,0.5,0.0, v1 v2,0,1,0.0,50.0,1,2
1359432,0.0,1.0,0.0, v2,0,15,0.0,93.75,0,16
1359497,0.11,0.89,0.0, v2 v1,0,1,0.0,11.11,1,9
1359456,0.83,0.25,0.08, v1 v2 v1 (v1_2) v1,0,0,0.0,0.0,10,3
1359458,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1359516,0.14,0.86,0.0, v2 v1 v2,1,1,50.0,14.29,2,7
1359529,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1359591,0.77,0.31,0.08, v1 (v1_2) v1 v2,0,1,0.0,20.0,10,5
1359760,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1359763,0.0,1.0,0.0, v2,0,1,0.0,50.0,0,2
1359955,0.0,1.0,0.0, v2,0,1,0.0,50.0,0,2
1360074,0.29,0.71,0.0, v2 v1,2,2,50.0,28.57,4,7
1360157,0.8,0.6,0.4, v2 v1 (v1_2) v1,1,0,20.0,0.0,5,3
1360160,0.5,0.5,0.0, v2 v1,1,1,50.0,50.0,2,2
1360163,0.5,0.5,0.0, v2 v1,1,0,50.0,0.0,2,1
1360032,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1360034,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1360183,0.64,0.64,0.27, v1 v2 (v1_2) v1 v2 (v1_2) v1 v2 (v1_2) v1 v2,4,4,36.36,36.36,11,11
1360224,1.0,0.0,0.0, v1,2,1,66.67,100.0,3,1
1360128,0.75,0.62,0.38, v1 (v1_2) v1 v2 (v1_2),0,5,0.0,50.0,6,10
1360335,0.5,0.5,0.0, v1 v2,0,1,0.0,50.0,1,2
1360336,0.33,0.67,0.0, v1 v2,1,1,50.0,33.33,2,3
1360337,1.0,0.0,0.0, v1,1,3,20.0,100.0,5,3
1360450,0.0,1.0,0.0, v2,0,1,0.0,50.0,0,2
1360772,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1360669,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1360606,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1360792,-1.0,-1.0,-1.0,,-1,-1,-1.0,-1.0,-1,-1
1361290,0.5,0.5,0.0, v1 v2,0,1,0.0,50.0,1,2
1361310,0.5,0.5,0.0, v1 v2,1,1,50.0,50.0,2,2
1361320,0.5,0.75,0.25, v1 (v1_2) v2,2,1,50.0,25.0,4,4
1361321,0.5,0.5,0.0, v2 v1,4,1,80.0,50.0,5,2
